412,274,274,368,274,274,274,275,271,271,271,271,271,271,271,271,271,271,273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,287,288,274,274,274,275,271,271,271,271,272,385,270,364,271,272,385,385,385,385,385,385,385,385,385,385,385,407,385,385,385,385,385,385,385,385
368,274,274,274,242,319,319,320,271,364,271,271,271,365,271,271,410,271,318,319,243,274,274,274,274,412,366,274,274,367,411,274,274,274,274,274,274,274,274,274,274,274,274,274,274,412,274,274,274,287,230,271,409,271,272,385,270,271,240,317,385,385,406,407,362,385,385,385,385,406,385,385,385,385,385,385,385,385,385,385
274,274,274,274,275,271,271,271,271,271,271,271,271,271,409,271,271,271,408,271,318,319,319,243,274,274,274,274,274,274,413,366,274,274,274,413,274,274,274,274,274,367,366,274,274,412,274,274,274,274,275,271,271,271,272,385,270,365,285,227,385,385,385,405,385,385,385,385,385,385,405,385,405,385,385,385,385,385,385,385
412,413,274,274,275,271,409,271,364,408,271,271,271,271,271,408,271,271,364,271,271,271,271,318,243,274,274,274,411,274,367,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,275,271,365,240,317,385,270,271,271,272,385,385,385,362,385,385,385,385,385,385,362,385,385,405,385,385,385,385,385,385
274,274,242,319,320,271,271,271,271,271,271,271,364,271,271,409,271,271,271,363,271,271,271,271,273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,413,274,274,274,274,274,274,274,274,242,319,320,271,271,272,385,385,315,241,364,272,385,385,385,385,385,385,385,385,385,405,362,385,385,362,385,385,385,385,385,385
274,274,287,230,271,271,271,271,271,409,271,271,271,271,271,271,271,408,271,271,271,271,271,271,273,274,274,274,274,274,274,366,274,274,274,274,274,367,274,274,274,274,412,274,274,274,274,274,275,271,271,271,271,272,385,385,385,270,271,272,385,385,385,385,385,385,406,362,385,362,385,385,406,385,385,385,385,385,385,385
368,274,274,275,271,271,271,363,271,271,271,240,316,316,316,316,241,271,271,271,271,271,271,271,273,274,274,366,274,274,274,366,274,274,274,412,274,274,274,274,274,274,274,274,274,274,274,274,275,271,271,365,271,272,385,385,385,270,409,272,385,385,385,385,385,385,385,385,362,385,385,385,385,385,385,385,385,385,385,385
274,242,319,320,271,271,271,271,271,240,316,317,385,385,385,385,315,316,316,241,271,271,410,271,318,243,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,413,274,274,274,274,275,271,271,271,271,272,385,385,225,286,271,272,385,385,385,385,385,385,385,385,407,385,385,385,385,385,385,385,385,385,385,385
274,287,230,271,271,410,271,271,240,317,385,385,385,385,385,385,385,385,385,315,241,271,271,271,271,318,319,243,274,274,274,274,274,274,274,274,274,412,274,274,274,274,413,274,274,274,412,274,287,230,271,271,271,272,385,385,270,271,240,317,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385
274,274,275,271,271,363,271,240,317,385,385,385,385,385,385,385,385,385,385,385,270,271,271,271,271,271,271,318,243,274,274,366,274,274,274,274,368,413,274,274,411,274,274,274,274,274,366,274,274,275,271,365,240,317,385,225,286,271,272,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385
274,242,320,271,271,271,240,317,385,385,385,385,385,385,385,385,385,385,385,385,270,271,408,271,408,271,271,271,273,274,274,274,274,274,274,367,366,274,274,274,274,274,274,413,366,274,274,274,242,320,271,365,272,385,225,286,364,271,272,385,385,385,385,385,385,385,385,362,385,385,385,385,385,385,385,385,385,385,385,385
274,275,271,363,271,240,317,385,385,385,385,385,385,361,385,385,385,385,385,385,315,241,271,271,271,271,271,271,318,243,274,274,274,274,274,274,274,274,274,413,412,274,274,274,413,411,274,242,320,271,271,271,272,385,270,271,271,240,317,385,385,407,362,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385
412,275,271,271,271,272,385,385,406,385,385,385,385,385,385,385,385,385,385,385,385,270,271,271,271,271,365,271,271,273,274,274,366,274,274,274,274,274,368,368,274,274,274,274,274,274,274,275,271,271,364,271,272,225,286,271,240,317,385,385,385,385,385,385,385,385,385,385,385,385,385,406,385,385,385,385,385,385,385,385
274,275,271,271,271,272,385,385,407,385,385,385,406,385,385,385,385,385,385,385,385,315,241,271,271,271,271,271,271,273,274,274,411,274,274,274,274,274,274,274,274,274,274,274,274,274,274,275,271,271,271,271,285,286,271,271,272,385,385,385,360,385,385,385,385,385,385,385,385,385,385,406,385,385,385,385,385,385,385,385
274,287,230,271,240,317,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,270,271,271,410,271,271,271,273,274,274,274,274,274,274,274,274,274,367,274,274,274,274,274,413,242,320,271,365,271,271,271,364,271,240,317,385,385,385,385,385,385,385,407,405,385,385,385,385,385,405,385,385,385,385,385,385,385,385
411,274,275,271,272,385,385,385,385,385,385,407,361,385,385,385,385,407,385,385,385,385,270,271,271,271,271,271,271,273,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,287,230,271,271,271,271,271,271,240,317,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,406,385,385,385,385,385,385,385,385
