175,160,1,

153,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,184,247,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,246,184,184,184,184,184,184,184,184,184,184,184,247,184,184,184,277,184,184,184,184,278,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,277,184,184,184,184,184,184,184,184,184,184,184,184,184,278,184,184,184,184,184,184,184,184,184,184,277,184,184,184,184,184,184,184,246,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,248,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,276,184,184,184,184,184,184,184,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,184,184,184,184,184,276,184,184,184,184,184,184,184,277,184,184,184,184,184,184,184,278,184,184,184,184,278,184,184,184,184,184,184,184,184,248,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,247,184,184,246,184,184,184,184,277,184,184,184,184,184,184,184,184,184,247,184,184,184,278,184,184,184,184,184,184,184,184,246,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,248,184,184,184,184,277,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,278,184,184,184,184,184,184,184,184,184,184,184,184,248,184,184,184,184,184,184,184,184,184,246,184,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,247,184,184,184,184,184,184,184,184,184,167,214,214,214,214,214,168,184,248,184,184,184,184,184,184,248,184,184,184,184,184,184,184,184,184,184,184,184,184,184,248,184,184,184,184,184,184,184,184,184,184,276,184,184,184,184,184,184,184,184,184,246,184,247,184,184,184,247,184,184,184,184,184,184,184,184,184,184,184,184,184,184,276,184,184,184,184,184,184,247,277,184,184,184,184,184,184,184,247,184,184,184,184,184,184,184,247,184,184,184,184,184,184,184,277,184,184,184,184,184,184,248,184,184,184,184,184,184,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,184,184,184,184,184,184,184,184,184,184,247,184,184,184,184,184,184,184,276,184,184,184,184,184,184,247,184,184,184,184,184,184,184,167,214,214,214,168,184,248,197,155,-1,-1,-1,153,198,184,184,184,184,184,184,184,184,184,184,246,184,184,184,276,184,184,184,184,184,184,184,248,184,184,184,184,184,184,184,277,184,184,184,184,184,184,184,277,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,247,184,184,184,184,184,184,276,184,184,184,184,184,184,184,184,184,184,184,184,246,184,184,184,184,184,184,248,184,184,184,184,184,184,184,247,184,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,184,184,276,184,184,184,184,246,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,167,214,215,-1,-1,-1,213,168,184,184,185,-1,153,154,198,184,278,184,167,214,214,168,184,184,184,184,184,184,184,184,184,184,184,246,184,184,184,184,184,184,184,184,184,184,276,184,184,184,184,184,184,184,184,184,184,184,184,184,277,184,184,184,184,184,184,184,184,184,184,184,248,184,184,278,184,184,184,184,184,184,184,184,184,247,184,184,184,184,184,184,184,184,277,184,184,184,184,184,184,184,278,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,247,184,184,184,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,184,184,184,184,184,184,184,184,184,184,184,184,184,248,184,184,184,184,184,184,277,184,184,278,184,184,184,248,184,184,184,185,-1,-1,-1,-1,-1,-1,213,168,184,197,154,198,184,184,184,184,184,185,-1,-1,213,168,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,277,184,184,184,184,184,184,277,184,184,184,276,184,184,184,184,184,184,184,246,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,184,247,184,184,184,246,184,184,184,184,184,184,184,184,184,184,247,184,184,184,184,184,184,184,184,184,184,184,184,184,167,215,-1,-1,-1,-1,-1,-1,-1,213,168,184,184,184,184,167,168,184,184,197,155,-1,153,198,184,277,184,184,184,246,184,167,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,168,184,184,247,184,184,184,278,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,276,184,184,184,184,184,248,184,184,184,248,184,184,184,248,184,184,184,184,184,277,184,184,184,184,184,184,184,184,248,184,184,184,184,184,184,276,184,278,184,184,184,184,184,184,184,184,184,184,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,184,184,184,184,184,184,184,184,184,184,248,184,184,184,184,184,184,184,184,184,184,184,184,184,184,167,214,168,184,167,215,-1,-1,-1,-1,-1,-1,-1,-1,-1,213,214,214,214,214,215,213,168,248,184,197,154,198,184,184,184,184,184,184,184,184,197,154,154,154,154,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,153,198,277,167,168,184,184,184,184,184,184,184,184,184,184,184,278,184,184,184,184,184,248,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,167,168,184,184,184,184,184,184,184,184,184,184,277,184,277,184,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
183,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,167,214,214,215,-1,213,214,215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213,168,184,184,184,184,248,167,214,214,168,184,184,184,184,246,184,184,184,197,154,154,154,154,154,154,155,-1,-1,-1,-1,-1,153,198,184,246,185,213,168,184,184,167,214,214,214,214,168,184,184,184,277,184,184,184,184,184,184,184,184,184,184,184,184,184,184,248,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,167,214,215,213,168,184,184,184,184,184,184,184,184,184,184,184,184,184,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
